# ema_long, ema_short, sma_long, sma_short, target
3.048243417494952823e+01,6.293136251692906136e+00,1.759754442369899863e+01,6.523193061847941010e+00,2.846433833200677999e+00
2.260118810005700141e+01,4.357129065060264317e+00,5.525372578511225896e+01,1.000000000000000000e+01,3.916696962400617821e+00
2.380079664492066982e+01,8.182405252094079984e+00,5.854144001518754692e+01,1.000000000000000000e+01,4.937414198869205073e+00
4.112379029324471702e+01,4.270407848685938923e+00,6.000000000000000000e+01,8.208061598272040627e+00,3.717069809899021138e+00
2.293384061267527585e+01,2.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+01,4.033456675423916948e+00
5.724602977217092104e+01,5.893818799144851184e+00,5.369191750222547199e+01,1.000000000000000000e+00,1.514618548299318634e+00
4.573282658148338697e+01,7.385419283267833812e+00,3.950942789180786008e+01,5.950758116531435604e+00,2.399510259975210502e+00
3.990688106182288664e+01,1.000000000000000000e+01,5.040996575281160119e+01,5.780064022011115910e+00,3.161957864331325752e+00
4.796895905625432732e+01,4.122652468492453259e+00,4.846060606390427239e+01,1.000000000000000000e+00,2.739084479491094903e+00
5.269099598478447888e+01,1.000000000000000000e+01,5.776285597925273407e+01,8.336081818753365624e+00,2.842639011464592969e+00
5.775312022859827010e+01,5.754504619503653551e+00,5.254574554369074946e+01,1.000000000000000000e+01,2.580793079788552546e+00
5.341599335815427452e+01,1.000000000000000000e+01,4.634508223368708713e+01,7.503544615900595183e+00,4.359586062065848644e+00
6.000000000000000000e+01,1.000000000000000000e+01,2.792826546561621015e+01,7.429594200699672690e+00,3.881092613255885837e+00
5.851666805667458249e+01,8.506454329194719222e+00,4.300316769178204623e+01,8.198302314353783871e+00,5.353627666190514667e+00
5.834465822789944411e+01,1.000000000000000000e+01,4.349700314641581400e+01,8.305739103442475013e+00,4.774801328494016062e+00
6.000000000000000000e+01,6.429809034957908231e+00,4.274047718561325127e+01,8.086439855800776400e+00,4.496922341340719775e+00
5.832407666761617548e+01,6.477450050928045933e+00,3.435505628535894829e+01,1.000000000000000000e+01,2.301378712666805271e+00
2.927067320144258744e+01,6.818129533708447099e+00,5.469052669096666364e+01,1.000000000000000000e+01,3.627292742872962883e+00
3.313523788732007347e+01,1.000000000000000000e+01,2.139755676418524999e+01,7.953125279712262241e+00,3.365169749334063098e+00
2.254472957823123025e+01,1.000000000000000000e+01,2.158704941874995598e+01,5.749170741603616186e+00,4.025141950903154076e+00
2.262055110974834449e+01,8.699616133444925126e+00,2.362865272734771338e+01,2.586946554804716580e+00,2.343150844516459053e+00
2.130138035251925643e+01,9.217654747630113832e+00,2.206272620851408206e+01,9.246202688237584510e+00,3.405521751010912368e+00
2.091208548800129918e+01,1.000000000000000000e+01,1.793892617898595532e+01,5.212975644666185460e+00,1.766387000890113912e+00
3.949253305952388615e+01,3.219254392221695849e+00,5.035231574319898584e+01,1.000000000000000000e+01,3.447761854178768459e+00
4.045776153105823880e+01,1.000000000000000000e+01,5.366256754629830539e+01,1.000000000000000000e+01,4.159554431171505584e+00
3.267510279627314418e+01,2.000000000000000000e+00,4.192004558969608752e+01,1.000000000000000000e+01,2.189160402394401572e+00
6.000000000000000000e+01,8.578993679808824879e+00,3.382563550966873578e+01,4.008804253765969605e+00,4.734237809720905688e+00
4.731434444439550902e+01,1.000000000000000000e+01,1.876082065485542216e+01,7.843133465473632882e+00,3.680113496473772283e+00
2.494344691613042642e+01,1.000000000000000000e+01,5.096405210459343493e+01,1.000000000000000000e+01,3.965320214289024925e+00
2.004700261868880773e+01,1.000000000000000000e+01,4.934973169949656580e+01,1.000000000000000000e+01,4.335854408564307150e+00
6.000000000000000000e+01,6.519150140752423717e+00,2.596028539082202258e+01,1.000000000000000000e+01,3.681333746422036590e+00
4.677797143044570305e+01,3.709921775074495276e+00,2.369905064833880104e+01,7.646423265477854336e+00,2.657489417562320710e+00
3.288333141236729773e+01,5.459029049183994786e+00,4.925202255337416801e+01,5.379827502622336333e+00,2.623412409544629398e+00
6.000000000000000000e+01,8.583269650622634472e+00,1.779242171064186095e+01,1.000000000000000000e+01,5.329986283166488370e+00
5.898372791660030146e+01,8.437314182364309190e+00,2.004455093761474771e+01,1.000000000000000000e+01,4.641938867402059188e+00
5.720843646132716032e+01,5.987439184564182781e+00,4.264985456124210117e+01,5.344860047089539101e+00,2.597390240647471593e+00
5.697493811561039934e+01,1.000000000000000000e+01,3.304320153834065366e+01,6.953602416644229400e+00,3.861696417207528320e+00
6.000000000000000000e+01,6.078550948845650836e+00,2.080975701681821377e+01,7.481938212885331119e+00,4.078801055335990355e+00
4.424864115446459323e+01,1.000000000000000000e+01,5.801554739795225402e+01,6.793468399725236750e+00,3.442961940358721495e+00
6.000000000000000000e+01,4.206436644143324521e+00,1.749054610027979706e+01,8.402091781265569992e+00,4.099396633768613185e+00
3.406500286104264319e+01,7.767912765389450414e+00,6.000000000000000000e+01,7.783543289283801236e+00,3.434070086206576278e+00
5.226265193472770676e+01,1.000000000000000000e+01,1.499321418328906930e+01,8.822151929994664243e+00,3.250305550526872533e+00
4.941708155455532392e+01,7.190190666784728180e+00,5.789987214239182833e+01,1.388783546902613075e+00,3.060155827224861014e+00
4.751449987794528340e+01,4.667115065200201585e+00,5.102481548800232503e+01,7.712537368627753409e+00,3.341579250324539618e+00
2.033645411896092980e+01,7.221193480466633119e+00,4.770257326015638455e+01,9.001165587046537908e+00,2.889496371730594149e+00
6.000000000000000000e+01,5.700260469844228517e+00,3.831576554816314939e+01,7.985307037243053685e+00,3.469117071223549509e+00
